               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 478,            0.014166,           0.0060077,           0.0091474,             0.99255,                   1,               0.995,             0.91783,           0.0054012,           0.0027144,            0.002761,           0.0005554,           0.0005554,           0.0005554
                 479,            0.017505,           0.0066399,             0.00959,             0.99406,                   1,               0.995,             0.95032,           0.0050717,           0.0026529,           0.0027605,           0.0005356,           0.0005356,           0.0005356
                 480,            0.014639,           0.0055002,            0.020646,             0.99406,                   1,               0.995,             0.95032,           0.0050717,           0.0026529,           0.0027605,           0.0005158,           0.0005158,           0.0005158
                 481,            0.012396,           0.0052812,           0.0091511,             0.99404,                   1,               0.995,               0.943,           0.0052764,           0.0027014,           0.0027039,            0.000496,            0.000496,            0.000496
                 482,            0.012754,           0.0078906,           0.0096424,             0.99404,                   1,               0.995,               0.943,           0.0052764,           0.0027014,           0.0027039,           0.0004762,           0.0004762,           0.0004762
                 483,             0.01181,           0.0048583,           0.0078052,             0.99406,                   1,               0.995,             0.94302,           0.0054301,           0.0027368,           0.0026699,           0.0004564,           0.0004564,           0.0004564
                 484,            0.013322,           0.0066161,            0.009473,             0.99406,                   1,               0.995,             0.94302,           0.0054301,           0.0027368,           0.0026699,           0.0004366,           0.0004366,           0.0004366
                 485,            0.013176,           0.0073005,            0.011206,             0.99393,                   1,               0.995,             0.93728,           0.0052311,           0.0027463,           0.0026129,           0.0004168,           0.0004168,           0.0004168
                 486,            0.017645,           0.0079048,            0.013724,             0.99393,                   1,               0.995,             0.93728,           0.0052311,           0.0027463,           0.0026129,            0.000397,            0.000397,            0.000397
                 487,            0.015961,           0.0084077,            0.010176,             0.99352,                   1,               0.995,             0.94459,           0.0050407,           0.0027379,           0.0025909,           0.0003772,           0.0003772,           0.0003772
                 488,            0.016561,           0.0073509,           0.0070358,             0.99352,                   1,               0.995,             0.94459,           0.0050407,           0.0027379,           0.0025909,           0.0003574,           0.0003574,           0.0003574
                 489,            0.014387,           0.0071116,            0.015942,             0.99422,                   1,               0.995,              0.9334,           0.0050467,           0.0027508,           0.0025898,           0.0003376,           0.0003376,           0.0003376
                 490,            0.013823,           0.0067598,           0.0088351,             0.99422,                   1,               0.995,              0.9334,           0.0050467,           0.0027508,           0.0025898,           0.0003178,           0.0003178,           0.0003178
                 491,            0.016576,           0.0089921,           0.0097019,             0.99401,                   1,               0.995,              0.9334,           0.0049458,           0.0027252,           0.0025776,            0.000298,            0.000298,            0.000298
                 492,            0.010199,           0.0057132,           0.0053281,             0.99401,                   1,               0.995,              0.9334,           0.0049458,           0.0027252,           0.0025776,           0.0002782,           0.0002782,           0.0002782
                 493,            0.011736,           0.0058963,           0.0094539,             0.99315,                   1,               0.995,             0.93729,           0.0048855,           0.0027253,           0.0025452,           0.0002584,           0.0002584,           0.0002584
                 494,            0.010289,           0.0065718,           0.0087539,             0.99315,                   1,               0.995,             0.93729,           0.0048855,           0.0027253,           0.0025452,           0.0002386,           0.0002386,           0.0002386
                 495,            0.015223,           0.0055775,            0.011719,             0.99334,                   1,               0.995,             0.93729,           0.0049313,           0.0027355,           0.0025248,           0.0002188,           0.0002188,           0.0002188
                 496,            0.015884,            0.005971,            0.013122,             0.99334,                   1,               0.995,             0.93729,           0.0049313,           0.0027355,           0.0025248,            0.000199,            0.000199,            0.000199
                 497,            0.012677,           0.0079515,           0.0057777,             0.99419,                   1,               0.995,             0.96901,           0.0048702,           0.0027254,            0.002514,           0.0001792,           0.0001792,           0.0001792
                 498,            0.012354,           0.0061173,           0.0086103,             0.99419,                   1,               0.995,             0.96901,           0.0048702,           0.0027254,            0.002514,           0.0001594,           0.0001594,           0.0001594
                 499,            0.016397,           0.0078325,           0.0070396,             0.99399,                   1,               0.995,             0.96903,           0.0048821,           0.0027148,           0.0024964,           0.0001396,           0.0001396,           0.0001396
